borrower_last,builder_name,fico,forward_commitment,fund_date,loan_amount,loan_id,loan_number,purpose
William Thompson,Daniel Johnson,719,N,2025-01-16,1360080,1630,4688446143,Purchase
Kimberly Perez,Susan Walker,704,N,2025-01-16,371717,1631,8289282028,Purchase
Ashley Wilson,Jessica Taylor,782,N,2025-01-16,588000,1632,4096263834,Purchase
Margaret Gonzalez,James Thompson,814,N,2025-01-16,115000,1633,8327758712,Purchase
Margaret Williams,"James Martinez,Emily King",760,N,2025-01-16,640800,1634,7443321921,Purchase
Donald Jones,Jessica Jones,738,N,2025-01-16,408000,1635,4488988205,Purchase
Charles Davis,Christopher Brown,802,N,2025-01-16,169750,1636,6332815327,Purchase
Lisa Perez,Anthony Martin,713,N,2025-01-16,250000,1637,5967455887,Purchase
Thomas Robinson,Michelle Lopez,791,N,2025-01-16,920000,1638,9527874702,Purchase
Richard Davis,Betty Hill,745,N,2025-01-16,725000,1639,2756756828,Purchase
Elizabeth Robinson,"Andrew Torres,Thomas Gonzalez",808,N,2025-01-16,349900,1640,6015751163,Purchase
Joshua Martin,Andrew Lewis,788,N,2025-01-16,806000,1641,2867036986,Purchase
Ashley Scott,Betty Torres,697,N,2025-01-17,856503,1642,5480781599,Purchase
Donna Thomas,Margaret Jackson,782,N,2025-01-17,1900000,1643,3470498689,Purchase
Matthew Thompson,Joshua Wilson,641,N,2025-01-17,154660,1644,6030579650,Purchase
Patricia Lee,Anthony King,806,N,2025-01-17,470956,1645,54443676,Purchase
Charles Gonzalez,Michael Young,812,N,2025-01-17,145000,1646,9800346665,Purchase
John Rodriguez,Andrew Davis,762,N,2025-01-17,392755,1647,5752756988,Purchase
Betty Wilson,Thomas Sanchez,746,N,2025-01-17,226640,1648,8823479,Purchase
Karen Martinez,Thomas Wright,738,N,2025-01-17,989000,1649,4182286881,Purchase
Mark Perez,Paul Williams,795,N,2025-01-17,67500,1650,3913451936,Purchase
Betty Brown,Matthew Walker,755,N,2025-01-17,620000,1651,5961010716,Purchase
Andrew Johnson,Elizabeth Lee,812,N,2025-01-15,558750,1652,2005146508,Purchase
Margaret Gonzalez,Kimberly Williams,756,N,2025-01-15,280330,1653,7245074762,Purchase
Michael Hernandez,Paul Gonzalez,678,N,2025-01-15,220924,1654,1699550977,Purchase
Mary Ramirez,James Wilson,755,N,2025-01-15,525000,1655,1679070717,Purchase
Robert Williams,,712,N,2025-01-15,730500,1656,7745335281,NoCash-Out Refinance
Charles Johnson,John Williams,777,N,2025-01-15,362900,1657,1145796705,Purchase
Donald Walker,Elizabeth Martin,728,N,2025-01-15,520400,1658,4783234962,Purchase
Matthew Johnson,Lisa Thomas,803,N,2025-01-15,558000,1659,9469026080,Purchase
Margaret Jones,Joshua Nguyen,773,N,2025-01-03,687050,1660,1494730141,Purchase
David Davis,"Charles Taylor,Mark Wright",732,N,2025-01-24,690000,1661,5916252514,Purchase
Charles Garcia,Karen Rodriguez,692,N,2025-01-24,815000,1662,2715693660,Purchase
Steven Martin,Betty Harris,586,N,2025-01-24,386650,1663,7955349663,Purchase
Christopher Miller,Christopher Garcia,806,N,2025-01-24,451200,1664,8179623556,Purchase
John Moore,Jennifer Martinez,745,N,2025-01-24,480000,1665,370692909,Purchase
Michelle Sanchez,Ashley Martin,807,N,2025-01-24,249320,1666,3057589520,Purchase
Daniel Hill,Betty Hill,808,N,2025-01-24,332000,1667,872876517,Purchase
Richard Clark,"Joshua Hill,Mark Thomas",783,N,2025-01-24,289500,1668,6522119182,Purchase
Paul Wilson,Robert Jones,736,N,2025-01-24,456572,1669,9388038470,Purchase
Matthew Miller,Michael Williams,766,N,2025-01-24,306512,1670,2829788581,Purchase
Donna Young,"Lisa Wright,Kimberly Clark",658,N,2025-01-24,314111,1671,8347626195,Purchase
Joshua Gonzalez,Matthew Scott,744,N,2025-01-24,1300000,1672,3102624791,Purchase
Christopher Walker,Sandra Lewis,723,N,2025-01-24,240000,1673,9095850038,Purchase
Emily Smith,Andrew Miller,756,N,2025-01-24,300000,1674,805417175,Purchase
Sarah Hill,Michael Wilson,656,N,2025-01-24,490845,1675,4450085372,Purchase
Sandra Jackson,Richard Williams,786,N,2025-01-24,407000,1676,2134960885,Purchase
Linda Martin,Linda Brown,750,N,2025-01-24,252000,1677,3698859647,Purchase
Michelle Anderson,Daniel Anderson,791,N,2025-01-15,541292,1678,6906664620,Purchase
Karen Martin,Nancy Gonzalez,634,N,2025-01-24,152500,1679,1949961327,Purchase
Barbara White,Anthony Hernandez,612,N,2025-01-24,569494,1680,6360415460,Purchase
Margaret Clark,Donald Gonzalez,725,N,2025-01-24,1999000,1681,6895421558,Purchase
William Thompson,Elizabeth Moore,718,N,2025-01-24,220924,1682,4616818160,Purchase
Jennifer Wilson,Kimberly King,801,N,2025-01-24,520000,1683,9126941510,Purchase
Linda Martin,Margaret Allen,750,N,2025-01-24,30000,1684,4130320753,Purchase
Joseph Perez,Andrew Jackson,595,N,2025-01-24,306839,1685,8399940562,Purchase
Jessica Torres,Christopher Clark,804,N,2025-01-24,750000,1686,4327656920,Purchase
Steven Lee,,796,N,2025-01-24,140000,1687,616588971,Cash-Out Refinance
Mark Moore,John Ramirez,792,N,2025-01-24,169653,1688,1553374797,Purchase
Ashley Nguyen,"Steven Lopez,Paul Flores",742,N,2025-01-24,228000,1689,4804116617,Purchase
Michelle Young,Betty Moore,771,N,2025-01-24,750500,1690,1873804524,Purchase
Andrew Jones,Margaret King,685,N,2025-01-24,8050,1691,9605831739,Purchase
Barbara Garcia,"William Rodriguez,Elizabeth Moore",784,N,2025-01-24,552500,1692,1326182058,Purchase
Mark Lee,William Scott,727,N,2025-01-24,328000,1693,6302304757,Purchase
Barbara Johnson,Betty Wilson,693,N,2025-01-24,140000,1694,3910797012,Purchase
Sandra Garcia,Karen Sanchez,572,N,2025-01-24,442612,1695,4246887995,Purchase
Michelle Martin,Lisa Williams,778,N,2025-01-24,441000,1696,9347352075,Purchase
Kimberly Gonzalez,Donald Jackson,745,N,2025-01-24,464796,1697,6528584069,Purchase
Elizabeth Gonzalez,Emily Moore,776,N,2025-01-24,256500,1698,8893242691,Purchase
Paul Davis,"Emily Ramirez,Joseph Wilson",688,N,2025-01-24,309294,1699,4985332782,Purchase
Andrew Perez,Steven Sanchez,561,N,2025-01-24,227692,1700,5713877323,Purchase
Paul Jones,Susan Garcia,790,N,2025-01-24,468750,1701,4225860085,Purchase
Margaret Clark,Jennifer Thompson,783,N,2025-01-24,1000000,1702,6282143227,Purchase
Donald Walker,Michelle Walker,817,N,2025-01-17,205004,1703,6222322463,Purchase
Barbara Wright,Elizabeth Clark,790,N,2025-01-24,139900,1704,2025672741,Purchase
Sarah King,Donald Walker,753,N,2025-01-24,304800,1705,6293563234,Purchase
Karen Perez,Betty Gonzalez,686,N,2025-01-24,522000,1706,8503623286,Purchase
Mark Allen,John Lewis,802,N,2025-01-17,441091,1707,6589749306,Purchase
David Williams,"Joshua Brown  Sarah Lewis,Sandra Walker",698,N,2025-01-24,350000,1708,9526304099,Purchase
Michelle Jackson,Michael Allen;Kimberly Flores,693,N,2025-01-24,279000,1709,8217868741,Purchase
Anthony Flores,Nancy Clark,787,N,2025-01-24,1065000,1710,1661043802,Purchase
Michael Thompson,"Donald White,Andrew Smith",701,N,2025-01-17,271200,1711,3362910039,Purchase
Donald Martinez,Patricia King,757,N,2025-01-24,236000,1712,6781290766,Purchase
Donald Jackson,Joseph Jackson,816,N,2025-01-17,111453,1713,7586570319,Purchase
Robert Harris,Robert Allen,765,N,2025-01-17,227950,1714,4845564315,Purchase
Sarah Davis,Joseph Martinez,646,N,2025-01-24,372135,1715,5359684399,Purchase
Donald Flores,Joseph Lewis,793,N,2025-01-17,237000,1716,1178507109,Purchase
David Gonzalez,Paul Jones,734,N,2025-01-24,521910,1717,8078109466,Purchase
Barbara Hill,Charles Martin,806,N,2025-01-17,285000,1718,5944144294,Purchase
Donna Allen,Mark Anderson,657,N,2025-01-17,432250,1719,4292828197,Purchase
Steven Lee,Paul Johnson,796,N,2025-01-17,60000,1720,3197928475,Purchase
Elizabeth Davis,Daniel Hernandez,787,N,2025-01-17,460000,1721,1653059880,Purchase
Paul Johnson,Emily Lopez,775,N,2025-01-17,360000,1722,2212826639,Purchase
Emily White,Donna Anderson,786,N,2025-01-24,650000,1723,9607318991,Purchase
Donna Smith,William Allen,685,N,2025-01-17,358388,1724,6644790038,Purchase
Nancy Torres,Karen Lewis,779,N,2025-01-17,390000,1725,2422737468,Purchase
Jennifer Williams,Emily Robinson,792,N,2025-01-17,400000,1726,5637758219,Purchase
Margaret Nguyen,Nancy White,790,N,2025-01-17,410000,1727,7411253458,Purchase
Nancy Moore,Sarah Young,737,N,2025-01-17,470450,1728,9503250196,Purchase
Betty Garcia,Charles Ramirez,751,N,2025-01-17,589132,1729,7517754307,Purchase
Robert Garcia,Richard Garcia,768,N,2025-01-17,300000,1730,19998823,Purchase
Thomas Rodriguez,Karen Johnson,743,N,2025-01-17,145403,1731,7549663710,Purchase
Sandra Jones,Emily Harris,738,N,2025-01-17,599920,1732,4072245531,Purchase
Anthony Walker,Linda Martin,725,N,2025-01-17,550000,1733,1085381070,Purchase
Kimberly Taylor,,663,N,2025-01-17,423839,1734,8215377053,NoCash-Out Refinance
Patricia Rodriguez,Christopher Young,811,N,2025-01-17,1440000,1735,6610558388,Purchase
Mark Williams,Matthew Robinson,805,N,2025-01-17,178500,1736,9184900448,Purchase
Linda Thompson,Sandra Robinson,781,N,2025-01-17,843568,1737,5150080102,Purchase
Michelle Taylor,Michelle Lewis,777,N,2025-01-17,260000,1738,4423962569,Purchase
Kimberly Davis,Nancy Hernandez,785,N,2025-01-17,260200,1739,3857520022,Purchase
Joshua Martinez,Linda Scott,694,N,2025-01-17,260200,1740,2548108265,Purchase
Jennifer Scott,Nancy Jones,631,N,2025-01-17,564712,1741,4361336669,Purchase
Emily White,Ashley Ramirez,775,N,2025-01-17,885500,1742,7688324897,Purchase
Mary Allen,,746,N,2025-01-17,536000,1743,3146419425,NoCash-Out Refinance
Charles Moore,Michelle Smith,783,N,2025-01-17,283500,1744,3072708919,Purchase
David Taylor,"Patricia Hill,Nancy Williams",800,N,2025-01-10,337500,1745,7336082907,Purchase
Paul Brown,"Elizabeth Harris,Mark Wright",798,N,2025-01-15,1400000,1746,1621083488,Purchase
Jessica Clark,Michelle Anderson,811,N,2025-01-15,324000,1747,4498650784,Purchase
Thomas Hill,,721,N,2025-01-16,79000,1748,9717339795,Cash-Out Refinance
Donna White,"Richard Thompson,Kimberly Davis",801,N,2025-01-15,354375,1749,5569460720,Purchase
Patricia Walker,Robert Walker,670,N,2025-01-16,370000,1750,2349833659,Purchase
Michelle Lopez,Ashley Thompson,691,N,2025-01-16,648656,1751,3409889264,Purchase
Ashley Walker,Joseph Jones,675,N,2025-01-16,131572,1752,9448819445,Purchase
Sandra Taylor,Anthony Allen,731,N,2025-01-16,388400,1753,7652698256,Purchase
Donna Thomas,Michelle Wright,671,N,2025-01-16,294405,1754,7191629312,Purchase
Ashley Walker,Joseph Jones,692,N,2025-01-16,6700,1755,5186949871,Purchase
Karen Lee,Matthew Young,801,N,2025-01-17,255000,1756,5473628843,Purchase
Paul Jackson,Robert Young,812,N,2025-01-17,448000,1757,9826412583,Purchase
John Thompson,Jessica Jones,769,N,2025-01-17,349125,1758,9885740396,Purchase
Patricia Jackson,"John Gonzalez,Mark Wright",768,N,2025-01-17,467000,1759,518159798,Purchase
David Williams,"Daniel Lopez,Linda Lee",744,N,2025-01-17,330400,1760,6909416054,Purchase
William White,Christopher Davis,774,N,2025-01-17,15000,1761,5032927059,Purchase
Donna Clark,Robert Wilson,0,N,2025-01-17,265487,1762,5245071670,Purchase
Joseph Rodriguez,Lisa Moore,779,N,2025-01-17,284000,1763,1280609818,Purchase
Susan Nguyen,Donna Flores,796,N,2025-01-17,342400,1764,9647770686,Purchase
Christopher Harris,Robert Wright,753,N,2025-01-06,616550,1765,719951771,Purchase
Betty Torres,James Rodriguez,800,N,2025-01-06,90000,1766,746021565,Purchase
Donald Taylor,Kimberly Williams,776,N,2025-01-17,378000,1767,5149122483,Purchase
Kimberly Scott,David Clark,778,N,2025-01-17,5000,1768,2253080514,Purchase
Steven Smith,Christopher Wright,784,N,2025-01-17,266750,1769,6774643994,Purchase
Nancy Williams,David Young,769,N,2025-01-06,444800,1770,6164600632,Purchase
Barbara Torres,David Flores,783,N,2025-01-17,536000,1771,5079996745,Purchase
Michael Thomas,,733,N,2025-01-17,572800,1772,5184819677,Cash-Out Refinance
Christopher Scott,Margaret Jones,731,N,2025-01-06,1088000,1773,8438455952,Purchase
Mark Taylor,Elizabeth Walker,698,N,2025-01-06,368109,1774,5707364413,Purchase
Mary Johnson,John Robinson,808,N,2025-01-17,298000,1775,2181158338,Purchase
John Young,Sarah Harris,758,N,2025-01-17,856000,1776,9803010168,Purchase
William Smith,Mary Ramirez,748,N,2025-01-17,700000,1777,8406754050,Purchase
Christopher Smith,Elizabeth Clark,786,N,2025-01-17,1140000,1778,5333281529,Purchase
Nancy Moore,Barbara Torres,757,N,2025-01-17,364000,1779,235525741,Purchase
Patricia Brown,Elizabeth Harris,711,N,2025-01-17,183800,1780,8520129013,Purchase
Karen Allen,Andrew Thomas,706,N,2025-01-06,277504,1781,680668404,Purchase
Lisa Davis,Jennifer Hill,785,N,2025-01-10,189000,1782,5612623425,Purchase
Michael Nguyen,James Smith,541,N,2025-01-10,134000,1783,6774169528,Purchase
Kimberly Gonzalez,David Gonzalez,725,N,2025-01-10,444303,1784,5563883848,Purchase
Barbara Taylor,"Sandra Martinez,Mark Wright",677,N,2025-01-10,281745,1785,7436062631,Purchase
John Scott,James Wilson,798,N,2025-01-10,409992,1786,8908477522,Purchase
Lisa Taylor,Patricia Walker,776,N,2025-01-17,272000,1787,4094473789,Purchase
Michael Hernandez,Christopher Anderson,637,N,2025-01-17,218762,1788,8384085070,Purchase
Anthony Torres,Jennifer Davis,793,N,2025-01-17,1125000,1789,6697009162,Purchase
Elizabeth Wright,Charles Scott,805,N,2025-01-17,424000,1790,2874593217,Purchase
Robert Miller,Nancy Williams,777,N,2025-01-17,556000,1791,9234867746,Purchase
Andrew Garcia,Robert King,799,N,2025-01-17,244000,1792,3719994801,Purchase
Thomas Lee,Sarah Smith,760,N,2025-01-17,407915,1793,3205903656,Purchase
Jennifer Allen,,686,N,2025-01-17,222832,1794,1015133271,Cash-Out Refinance
Jessica Smith,Barbara Nguyen,773,N,2025-01-17,586000,1795,885098535,Purchase
Matthew Martinez,Michelle Nguyen,743,,2025-01-19,105265,1796,7114988343,Cash-Out Refinance
Nancy Young,Michelle Nguyen,687,,2025-01-19,122388,1797,1499592308,Cash-Out Refinance
Paul Allen,Charles Torres,679,N,2025-01-20,520000,1798,4115041508,Purchase
Michelle King,Michelle Lewis,733,N,2025-01-20,314223,1799,5980239687,Purchase
Donald Davis,,808,N,2025-01-20,580000,1800,2386981351,Purchase
Robert Thomas,Charles Davis,785,N,2025-01-20,750000,1801,5950252173,Cash-Out Refinance
Betty Williams,Elizabeth Torres,775,N,2025-01-21,588000,1802,794954092,Purchase
Robert Perez,Joshua Taylor,814,N,2025-01-21,116250,1803,8689464954,Purchase
Steven Martinez,,729,N,2025-01-17,390720,1804,2145666049,Cash-Out Refinance
Karen Allen,Kimberly King,693,N,2025-01-17,247203,1805,3863303839,Purchase
Jennifer Robinson,Charles Garcia,758,N,2025-01-17,350000,1806,8582599557,Purchase
Betty Anderson,Mary Miller,773,N,2025-01-15,285000,1807,5805065055,Purchase
Kimberly Sanchez,Christopher Gonzalez,805,N,2025-01-17,92500,1808,5530775339,Purchase
Joseph Clark,James Smith,728,N,2025-01-17,159900,1809,3970297079,Purchase
Kimberly Scott,,749,N,2025-01-17,245217,1810,8256590486,Cash-Out Refinance
Elizabeth Lewis,Donald Wilson,675,N,2025-01-17,226955,1811,4964150422,Purchase
Sarah Thomas,William Lewis,602,N,2025-01-17,277382,1812,4828738938,Purchase
Michelle Williams,,689,N,2025-01-17,340000,1813,659814016,Cash-Out Refinance
Joshua Anderson,John Johnson,580,N,2025-01-17,390723,1814,5862570476,Purchase
Linda Ramirez,Steven Lewis,734,N,2025-01-17,264100,1815,586773462,Purchase
Susan Torres,,810,N,2025-01-17,244000,1816,5518648717,NoCash-Out Refinance
Charles Gonzalez,Thomas Thompson,664,N,2025-01-17,205214,1817,8201888859,Purchase
Betty Harris,Joshua Harris  Sarah Jones,774,N,2025-01-17,337095,1818,3485742406,Purchase
John Lewis,Matthew Smith,725,N,2025-01-17,307500,1819,5165066680,Purchase
William Thompson,Daniel Wright,806,N,2025-01-17,600000,1820,3008651637,Purchase
Joseph Nguyen,"Paul Flores,Mark Wright",770,N,2025-01-17,181390,1821,6833922119,Purchase
Daniel Gonzalez,John King,763,N,2025-01-17,380000,1822,1308192227,Purchase
Mark Lopez,Karen Allen,741,N,2025-01-17,391367,1823,850424689,Purchase
Elizabeth Clark,Paul Garcia,673,N,2025-01-13,528000,1824,484230094,Purchase
Sandra Taylor,Jessica Nguyen,789,N,2025-01-13,408000,1825,4159831210,Purchase
Daniel Martin,Charles Hill,631,N,2025-01-13,231725,1826,9304296006,Purchase
Sandra Miller,Sandra Martin,759,N,2025-01-13,428000,1827,4483034687,Purchase
David Scott,Jennifer Hernandez,778,N,2025-01-13,517500,1828,5131368357,Purchase
Sandra Clark,Robert Lopez,786,N,2025-01-13,380000,1829,3484619956,Purchase
Matthew Martin,Elizabeth Hill,702,N,2025-01-10,463000,1830,2135427778,Purchase
Elizabeth King,Charles Brown,780,N,2025-01-10,337250,1831,5980699689,Purchase
Mary Garcia,Robert Young,697,N,2025-01-10,328932,1832,4701262211,Purchase
Donna Anderson,Elizabeth Moore,618,N,2025-01-10,368207,1833,3832822010,Purchase
Joseph Rodriguez,Sandra Rodriguez,728,N,2025-01-10,67500,1834,611840892,Purchase
Betty Hernandez,Joshua Johnson,737,N,2025-01-16,401250,1835,4656854219,Purchase
Jessica Wright,"Christopher King,Daniel Robinson",776,N,2025-01-16,405747,1836,2062219334,Purchase
Donald Davis,Linda King,747,N,2025-01-16,340000,1837,5216422404,Purchase
Jennifer Perez,Joseph Taylor,705,N,2025-01-16,406557,1838,5740067113,Purchase
Christopher Thompson,Susan Perez,691,N,2025-01-16,15000,1839,1850377159,Purchase
Patricia Hernandez,Betty Nguyen;Daniel Miller,776,N,2025-01-16,342000,1840,4908206950,Purchase
Donald Thomas,Lisa Garcia,793,N,2025-01-16,459146,1841,9708983040,Purchase
Margaret Lee,Donna Flores,736,N,2025-01-16,454750,1842,5117652019,Purchase
Kimberly Brown,Susan Lewis,719,N,2025-01-16,582000,1843,8816726542,Purchase
Donald Taylor,Matthew Torres,778,N,2025-01-16,546250,1844,2828870118,Purchase
Daniel Lewis,Daniel Thomas,722,N,2025-01-16,497000,1845,163254417,Purchase
Daniel Brown,Andrew Taylor,664,N,2025-01-16,222888,1846,6426625628,Purchase
Anthony Robinson,Jennifer Jackson,744,N,2025-01-06,1320000,1847,3465734425,Purchase
Elizabeth Taylor,Donald Ramirez,782,N,2025-01-16,700000,1848,3236535330,Purchase
Michelle Smith,,768,N,2025-01-16,1125000,1849,4403811576,Cash-Out Refinance
Daniel Brown,Andrew Taylor,664,N,2025-01-16,10000,1850,2030974755,Purchase
Steven Lopez,Nancy Anderson,670,N,2025-01-16,412392,1851,5685110053,Purchase
Lisa Taylor,Matthew Jones,616,N,2025-01-16,324022,1852,2147193820,Purchase
John Lee,Thomas Miller,741,N,2025-01-16,145500,1853,1078146803,Purchase
Kimberly Davis,Robert Allen,678,N,2025-01-16,539550,1854,8092267520,Purchase
Donald Moore,Patricia Clark,810,N,2025-01-16,600000,1855,8349131414,Purchase
Christopher Thompson,Susan Perez,691,N,2025-01-16,94120,1856,4792915933,Purchase
Margaret Lewis,Paul Scott,792,N,2025-01-16,1000000,1857,9026480892,Purchase
Steven Taylor,James Walker,780,N,2025-01-16,560000,1858,4497791051,Purchase
Anthony Torres,Sandra Walker,760,N,2025-01-16,280000,1859,1434910365,Purchase
Margaret Ramirez,,681,N,2025-01-15,111925,1860,9170578007,Cash-Out Refinance
Matthew Wilson,Jennifer Martin,736,N,2025-01-15,660852,1861,1013947118,Purchase
Sarah Harris,Thomas Harris,757,N,2025-01-15,346750,1862,5389454825,Purchase
Jessica Lee,Michael Rodriguez,794,N,2025-01-13,1488800,1863,1230034257,Purchase
Emily Williams,Jennifer Allen,714,N,2025-01-13,280500,1864,8334082967,Purchase
Lisa White,Paul King  Richard Nguyen,789,N,2025-01-13,181000,1865,9176376483,Purchase
Paul Hill,,804,N,2025-01-14,351000,1866,6038320295,NoCash-Out Refinance
Betty Jones,Betty Jones,658,N,2025-01-10,230743,1867,100738105,Purchase
Barbara Hernandez,Mark Clark,757,N,2025-01-16,362316,1868,7927891693,Purchase
Lisa Garcia,Robert Sanchez,670,N,2025-01-16,403750,1869,6593962106,Purchase
Robert Wright,Patricia Wright,790,N,2025-01-16,154350,1870,429452338,Purchase
Margaret Davis,Linda Torres,732,N,2025-01-16,274820,1871,4090842967,Purchase
Susan Harris,Donna Moore,778,N,2025-01-16,198850,1872,6618481105,Purchase
John Sanchez,William Brown,701,N,2025-01-16,304000,1873,4730867987,Purchase
Sandra Miller,Joshua Johnson,774,N,2025-01-16,128900,1874,6476385857,Purchase
Emily Hernandez,Emily Hill,784,N,2025-01-16,1300000,1875,988570742,Purchase
Linda Martinez,James Martinez,797,N,2025-01-16,614400,1876,9150889787,Purchase
Christopher Walker,James Robinson,680,N,2025-01-16,268055,1877,3571645227,Purchase
John Lewis,Susan Johnson,778,N,2025-01-16,541000,1878,15251871,Purchase
Daniel Anderson,"Robert Allen,Karen Nguyen",799,N,2025-01-16,589950,1879,2773757985,Purchase
Margaret Lee,,624,N,2025-01-16,564850,1880,9354867709,Purchase
Steven Rodriguez,Thomas Taylor,755,N,2025-01-15,175500,1881,849843339,Purchase
Anthony Rodriguez,Susan Anderson,750,N,2025-01-15,328000,1882,488592138,Purchase
Lisa Martin,Paul Taylor,760,N,2025-01-15,561600,1883,8235086166,Purchase
Sarah Scott,Daniel White,747,N,2025-01-15,469000,1884,6964974503,Purchase
Robert Rodriguez,Anthony Garcia,774,N,2025-01-15,806500,1885,3970079718,Purchase
Mary Smith,Karen Moore,807,N,2025-01-15,242250,1886,8456948119,Purchase
Donald Garcia,Joseph Wilson,696,N,2025-01-17,259000,1887,2456457714,Purchase
Sandra Lopez,"Joseph Johnson,David White",632,N,2025-01-17,551920,1888,1202585307,Purchase
Nancy Moore,,692,N,2025-01-17,310337,1889,7256804802,Cash-Out Refinance
Sarah Young,,674,N,2025-01-17,892805,1890,6006021701,NoCash-Out Refinance
Sandra Nguyen,Patricia Moore,735,N,2025-01-17,346750,1891,4563817494,Purchase
Robert Nguyen,John Flores,765,N,2025-01-17,460000,1892,1858572821,Purchase
Linda Thomas,Robert Jones,637,N,2025-01-17,445158,1893,5010318082,Purchase
Jennifer Allen,Anthony Jones,703,N,2025-01-17,236000,1894,2442768984,Purchase
Daniel Jones,James Gonzalez,652,N,2025-01-17,360000,1895,883610186,Purchase
Paul Wright,Elizabeth Gonzalez,790,N,2025-01-17,530000,1896,9698833300,Purchase
John Thomas,Joseph Jones,733,N,2025-01-17,416000,1897,422108597,Purchase
Kimberly Gonzalez,Joshua Jackson,725,N,2025-01-17,732000,1898,6715903778,Purchase
Kimberly Jackson,Elizabeth Sanchez,807,N,2025-01-17,230000,1899,4229921733,Purchase
Michael Johnson,,745,N,2025-01-17,350000,1900,8148717568,Cash-Out Refinance
Ashley Perez,Daniel Miller,754,N,2025-01-17,171500,1901,652787800,Purchase
Ashley Allen,Joseph Robinson,775,N,2025-01-17,242250,1902,5586004964,Purchase
Sarah Miller,Richard Ramirez,742,N,2025-01-17,244500,1903,2071790849,Purchase
Sarah Martinez,"Paul Gonzalez,Mark Wright",734,N,2025-01-17,506976,1904,4339469796,Purchase
Margaret Thomas,Barbara Jones  Karen Brown,800,N,2025-01-17,562500,1905,347902478,Purchase
Barbara Wright,Sandra Wilson,717,N,2025-01-17,225525,1906,3640134243,Purchase
Michael Lewis,William Perez,770,N,2025-01-17,230375,1907,6598521537,Purchase
Betty Wilson,Joshua Thomas,798,N,2025-01-17,318500,1908,7714889198,Purchase
Anthony Harris,Joseph Taylor,764,N,2025-01-17,273750,1909,7892258049,Purchase
Emily Allen,Betty Jackson,770,N,2025-01-17,340000,1910,1057094797,Purchase
Paul Flores,Elizabeth Taylor,735,N,2025-01-17,1055529,1911,5781642418,Purchase
Margaret Lee,Karen Smith,792,N,2025-01-17,299250,1912,2195265171,Purchase
Thomas Scott,Joseph Williams,692,N,2025-01-15,652800,1913,2714664724,Purchase
Charles Lee,David Lopez,806,N,2025-01-15,425000,1914,4882089162,Purchase
Sarah Allen,,731,N,2025-01-15,250000,1915,695822068,NoCash-Out Refinance
Nancy Perez,,678,N,2025-01-15,314055,1916,6098436526,NoCash-Out Refinance
Donald Brown,,657,N,2025-01-15,216510,1917,563152725,NoCash-Out Refinance
Ashley Torres,Jennifer Nguyen,762,N,2025-01-15,226178,1918,6539486424,Purchase
Sarah Thomas,Kimberly Wright,663,N,2025-01-15,354000,1919,2821536713,Purchase
Linda Miller,,727,N,2025-01-15,300587,1920,8842783127,NoCash-Out Refinance
Sandra Rodriguez,,760,N,2025-01-15,220650,1921,5157121882,NoCash-Out Refinance
James Wright,Charles Harris,798,N,2025-01-15,837750,1922,6050111796,Purchase
Emily Thompson,Lisa Thompson,759,N,2025-01-15,314500,1923,7463217026,Purchase
John Williams,Donna Scott,652,N,2025-01-15,746234,1924,8048261497,Purchase
Emily Miller,Sandra Nguyen,734,N,2025-01-15,960210,1925,5733053372,Purchase
Betty Wilson,Steven Wilson,747,N,2025-01-15,309294,1926,7991650352,Purchase
Sarah Scott,,736,N,2025-01-15,120000,1927,2950225233,Cash-Out Refinance
Jennifer Clark,Daniel Hill,770,N,2025-01-21,270697,1928,1165014594,Purchase
Michael Jackson,,756,N,2025-01-21,500000,1929,1686579016,Cash-Out Refinance
Richard Sanchez,Donna Hernandez,806,N,2025-01-17,415000,1930,7436301974,Purchase
Richard Flores,Mary Walker,695,N,2025-01-17,483312,1931,5158401244,Purchase
Mark Thompson,Susan Taylor,640,Y,2025-01-17,334818,1932,8106981322,Purchase
Daniel Taylor,Joshua Lopez,707,N,2025-01-17,201000,1933,1783288053,Purchase
Betty Anderson,Donna Miller,750,N,2025-01-17,7600,1934,972293780,Purchase
Ashley Brown,Jennifer Thompson,794,N,2025-01-17,356250,1935,304184570,Purchase
Jennifer Jackson,Sandra Thompson,712,N,2025-01-17,236000,1936,9865232729,Purchase
Matthew Johnson,Karen Jackson,691,N,2025-01-17,403750,1937,7889864332,Purchase
Charles Torres,,785,N,2025-01-17,58000,1938,3324915798,NoCash-Out Refinance
Joseph Perez,Ashley Allen,745,N,2025-01-17,118020,1939,7023443155,Purchase
Paul Jackson,Susan Jones,761,N,2025-01-17,325000,1940,8633407948,Purchase
Donna Lewis,Nancy Miller,763,N,2025-01-17,209000,1941,6895885419,Purchase
Nancy Robinson,Christopher Johnson,711,N,2025-01-17,297900,1942,4799835122,Purchase
Margaret Thompson,,693,N,2025-01-17,140000,1943,6280125874,Cash-Out Refinance
Michelle Thompson,Thomas Jones,676,N,2025-01-17,323000,1944,8053191782,Purchase
Betty Hill,"Christopher Torres,Lisa Flores",796,N,2025-01-17,1420000,1945,7370860441,Purchase
Anthony Davis,Steven Taylor,772,N,2025-01-17,400000,1946,6471089140,Purchase
Patricia Taylor,,609,N,2025-01-17,291652,1947,8532003073,NoCash-Out Refinance
